,State,Portrait,Name,Born,Previous experience,Assumed office,Seat up
,Alabama,,"Shelby, RichardRichard Shelby","(1934-05-06) May 6, 1934 (age 83)","Alabama Senate,
 U.S. House","January 3, 1987
 (31 years ago) (1987-01-03)",2022
,,"Jones, DougDoug Jones[d]","(1954-05-04) May 4, 1954 (age 63)",U.S. Attorney,"January 3, 2018
 (6 days ago) (2018-01-03)",2020
,Alaska,,"Murkowski, LisaLisa Murkowski","(1957-05-22) May 22, 1957 (age 60)",Alaska Senate,"December 20, 2002
 (15 years ago) (2002-12-20)",2022
,"Sullivan, DanDan Sullivan","(1964-11-13) November 13, 1964 (age 53)","Various Alaska state offices,
 U.S. Department of State","January 3, 2015
 (3 years ago) (2015-01-03)",2020
Arizona,,"McCain, JohnJohn McCain","(1936-08-29) August 29, 1936 (age 81)",U.S. House,"January 3, 1987
 (31 years ago) (1987-01-03)",2022
,"Flake, JeffJeff Flake","(1962-12-31) December 31, 1962 (age 55)",U.S. House,"January 3, 2013
 (5 years ago) (2013-01-03)",2018
Arkansas,,"Boozman, JohnJohn Boozman","(1950-12-10) December 10, 1950 (age 67)","Rogers Public Schools Board, U.S. House","January 3, 2011
 (7 years ago) (2011-01-03)",2022
,"Cotton, TomTom Cotton","(1977-05-13) May 13, 1977 (age 40)",U.S. House,"January 3, 2015
 (3 years ago) (2015-01-03)",2020
,California,,"Feinstein, DianneDianne Feinstein","(1933-06-22) June 22, 1933 (age 84)","San Francisco Mayor &
 Board of Supervisors","November 10, 1992
 (25 years ago) (1992-11-10)",2018
,"Harris, KamalaKamala Harris","(1964-10-20) October 20, 1964 (age 53)","Attorney General of California, San Francisco District Attorney","January 3, 2017
 (11 months ago) (2017-01-03)",2022
Colorado,,"Bennet, MichaelMichael Bennet","(1964-11-28) November 28, 1964 (age 53)",Denver Public Schools Superintendent,"January 21, 2009
 (8 years ago) (2009-01-21)",2022
,,"Gardner, CoryCory Gardner","(1974-08-22) August 22, 1974 (age 43)","U.S. House, Colorado House","January 3, 2015
 (3 years ago) (2015-01-03)",2020
,Connecticut,,"Blumenthal, RichardRichard Blumenthal","(1946-02-13) February 13, 1946 (age 71)","Connecticut Attorney General, House & Senate","January 5, 2011
 (7 years ago) (2011-01-05)",2022
,"Murphy, ChrisChris Murphy","(1973-08-03) August 3, 1973 (age 44)","U.S. House,
 Connecticut House & Senate","January 3, 2013
 (5 years ago) (2013-01-03)",2018
Delaware,,"Carper, TomTom Carper","(1947-01-23) January 23, 1947 (age 70)","Delaware Governor, U.S. House, Delaware Treasurer","January 3, 2001
 (17 years ago) (2001-01-03)",2018
,"Coons, ChrisChris Coons","(1963-09-09) September 9, 1963 (age 54)",New Castle County executive,"November 15, 2010
 (7 years ago) (2010-11-15)",2020
Florida,,"Nelson, BillBill Nelson","(1942-09-29) September 29, 1942 (age 75)","Florida Treasurer, U.S. House, Florida House, Astronaut","January 3, 2001
 (17 years ago) (2001-01-03)",2018
,,"Rubio, MarcoMarco Rubio","(1971-05-28) May 28, 1971 (age 46)",Florida House Speaker,"January 3, 2011
 (7 years ago) (2011-01-03)",2022
Georgia,,"Isakson, JohnnyJohnny Isakson","(1944-12-28) December 28, 1944 (age 73)","U.S. House,
 Georgia House & Senate","January 3, 2005
 (13 years ago) (2005-01-03)",2022
,"Perdue, DavidDavid Perdue","(1949-12-10) December 10, 1949 (age 68)",Chief Executive Officer,"January 3, 2015
 (3 years ago) (2015-01-03)",2020
,Hawaii,,"Schatz, BrianBrian Schatz","(1972-10-20) October 20, 1972 (age 45)","Lieutenant Governor of Hawaii, Hawaii House","December 26, 2012
 (5 years ago) (2012-12-26)",2022
,"Hirono, MazieMazie Hirono","(1947-11-03) November 3, 1947 (age 70)","U.S. House, Hawaii House, Lieutenant Governor of Hawaii","January 3, 2013
 (5 years ago) (2013-01-03)",2018
,Idaho,,"Crapo, MikeMike Crapo","(1951-05-20) May 20, 1951 (age 66)","U.S. House, Idaho Senate","January 3, 1999
 (19 years ago) (1999-01-03)",2022
,"Risch, JimJim Risch","(1943-05-03) May 3, 1943 (age 74)","Governor & Lieutenant Governor of Idaho, Idaho Senate President pro tempore","January 3, 2009
 (9 years ago) (2009-01-03)",2020
,Illinois,,"Durbin, DickDick Durbin","(1944-11-21) November 21, 1944 (age 73)",U.S. House,"January 3, 1997
 (21 years ago) (1997-01-03)",2020
